San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
18,18,15,14,0,30
0,0,16,15,1,31
1,1,17,16,2,32
2,2,18,17,3,33
3,3,19,18,4,34
4,4,0,19,5,35
5,5,1,20,6,36
6,6,2,21,7,37
7,7,3,22,8,38
8,8,4,23,9,39
9,9,5,24,10,40
10,10,6,25,11,41
11,11,7,0,12,42
12,12,8,1,13,43
13,13,9,2,14,44
14,14,10,3,15,45
15,15,11,4,16,46
16,16,12,5,17,47
0,0,13,6,18,48
1,1,14,7,19,49
2,2,15,8,20,50
3,3,16,9,21,51
4,4,17,10,22,52
5,5,18,11,23,53
6,6,19,12,24,54
7,7,20,13,25,55
8,8,0,14,26,56
9,9,1,15,27,57
10,10,2,16,28,58
11,11,3,17,29,0
12,12,4,18,30,1
13,13,5,19,31,2
14,14,6,20,32,3
15,15,7,21,33,4
16,16,8,22,34,5
17,17,9,23,35,6
0,0,10,24,36,7
1,1,11,25,37,8
2,2,12,0,38,9
3,3,13,1,39,10
4,4,14,2,40,11
5,5,15,3,41,12
6,6,16,4,42,13
7,7,17,5,43,14
8,8,18,6,0,15
9,9,19,7,1,16
10,10,20,8,2,17
11,11,21,9,3,18
12,12,22,10,4,19
13,13,0,11,5,20
14,14,1,12,6,21
15,15,2,13,7,22
16,16,3,14,8,23
0,0,4,15,9,24
1,1,5,16,10,25
2,2,6,17,11,26
3,3,7,18,12,27
4,4,8,19,13,28
5,5,9,20,14,29
6,6,10,21,15,30
7,7,11,22,16,31
8,8,12,23,17,32
9,9,13,24,18,33
10,10,14,25,19,34
11,11,15,26,20,35
12,12,16,27,21,36
13,13,17,28,22,37
14,14,18,29,23,38
15,15,0,30,24,39
16,16,1,31,25,40
17,17,2,32,26,41
0,0,3,33,27,42
1,1,4,0,28,43
2,2,5,1,29,44
3,3,6,2,30,45
4,4,7,3,31,46
5,5,8,4,32,47
6,6,9,5,33,48
7,7,10,6,34,49
8,8,11,7,35,50
9,9,12,8,36,51
10,10,13,9,37,52
11,11,14,10,38,53
12,12,15,11,39,54
13,13,16,12,40,55
14,14,17,13,41,56
15,15,18,14,42,57
16,16,19,15,0,58
0,0,0,16,1,59
1,1,1,17,2,60
2,2,2,18,3,61
3,3,3,19,4,62
4,4,4,20,5,63
5,5,5,21,6,64
6,6,6,22,7,65
7,7,7,23,8,66
8,8,8,24,9,67
9,9,9,25,10,68
10,10,10,26,11,69
11,11,11,27,12,70
12,12,12,28,13,71
13,13,13,29,14,72
14,14,14,30,15,73
15,15,15,31,16,74
16,16,16,32,17,75
17,17,17,33,18,76
0,0,0,0,19,0
1,1,1,1,20,1
2,2,2,2,21,2
3,3,3,3,22,3
4,4,4,4,23,4
5,5,5,5,24,5
6,6,6,6,25,6
7,7,7,7,26,7
8,8,8,8,27,8
9,9,9,9,28,9
10,10,10,10,29,10
11,11,11,11,30,11
12,12,12,12,31,12
13,13,13,13,32,13
14,14,14,14,33,14
15,15,15,15,34,15
16,16,16,16,35,16
17,17,17,17,36,17
18,18,18,18,37,18
0,0,0,19,0,19
1,1,1,20,1,20
2,2,2,21,2,21
3,3,3,22,3,22
4,4,4,23,4,23
5,5,5,24,5,24
6,6,6,25,6,25
7,7,7,26,7,26
8,8,8,27,8,27
9,9,9,28,9,28
10,10,10,29,10,29
11,11,11,0,11,30
12,12,12,1,12,31
13,13,13,2,13,32
14,14,14,3,14,33
15,15,15,4,15,34
16,16,16,5,16,35
17,17,17,6,17,36
18,18,18,7,18,37
0,0,0,8,19,38
1,1,1,9,20,39
2,2,2,10,21,40
3,3,3,11,22,41
4,4,4,12,23,42
5,5,5,13,24,43
6,6,6,14,25,44
7,7,7,15,26,45
8,8,8,16,27,46
9,9,9,17,28,47
10,10,10,18,29,48
11,11,11,19,30,49
12,12,12,20,31,50
13,13,13,21,32,51
14,14,14,22,33,52
15,15,15,23,34,53
16,16,16,24,35,54
17,17,17,25,36,55
0,0,0,26,37,56
1,1,1,0,38,57
2,2,2,1,39,0
3,3,3,2,40,1
4,4,4,3,41,2
5,5,5,4,42,3
6,6,6,5,43,4
7,7,7,6,0,5
8,8,8,7,1,6
9,9,9,8,2,7
10,10,10,9,3,8
11,11,11,10,4,9
12,12,12,11,5,10
13,13,13,12,6,11
14,14,14,13,7,12
15,15,15,14,8,13
16,16,16,15,9,14
17,17,17,16,10,15
18,18,18,17,11,16
0,0,0,18,12,17
1,1,1,19,13,18
2,2,2,20,14,19
3,3,3,21,15,20
4,4,4,22,16,21
5,5,5,23,17,22
6,6,6,24,18,23
7,7,7,25,19,24
8,8,8,26,20,25
9,9,9,27,21,26
10,10,10,28,22,27
11,11,11,29,23,28
12,12,12,30,24,29
13,13,13,31,25,30
14,14,14,32,26,31
15,15,15,33,27,32
16,16,16,34,28,33
17,17,17,35,29,34
0,0,0,0,30,35
1,1,1,1,31,36
2,2,2,2,32,37
3,3,3,3,33,38
4,4,4,4,34,39
5,5,5,5,35,40
6,6,6,6,36,41
7,7,7,7,37,42
8,8,8,8,0,43
9,9,9,9,1,44
10,10,10,10,2,45
11,11,11,11,3,46
12,12,12,12,4,47
13,13,13,13,5,48
14,14,14,14,6,49
15,15,15,15,7,50
16,16,16,16,8,51
0,0,0,17,9,52
1,1,1,18,10,53
2,2,2,19,11,54
3,3,3,20,12,55
4,4,4,21,13,56
5,5,5,22,14,57
6,6,6,23,15,58
7,7,7,24,16,59
8,8,8,25,17,60
9,9,9,0,18,61
10,10,10,1,19,62
11,11,11,2,20,63
12,12,12,3,21,64
13,13,13,4,22,65
14,14,14,5,23,66
15,15,15,6,24,67
16,16,16,7,25,68
17,17,17,8,26,69
18,18,18,9,27,70
0,0,19,10,28,71
1,1,0,11,29,0
2,2,1,12,30,1
3,3,2,13,31,2
4,4,3,14,32,3
5,5,4,15,33,4
6,6,5,16,34,5
7,7,6,17,35,6
8,8,7,18,36,7
9,9,8,19,37,8
10,10,9,20,38,9
11,11,10,21,39,10
12,12,11,22,40,11
13,13,12,23,41,12
14,14,13,24,42,13
15,15,14,25,0,14
16,16,15,26,1,15
17,17,16,27,2,16
0,0,17,28,3,17
1,1,18,29,4,18
2,2,19,30,5,19
3,3,20,31,6,20
4,4,21,32,7,21
5,5,22,33,8,22
6,6,23,34,9,23
7,7,0,0,10,24
8,8,1,1,11,25
9,9,2,2,12,26
10,10,3,3,13,27
11,11,4,4,14,28
12,12,5,5,15,29
13,13,6,6,16,30
14,14,7,7,17,31
15,15,8,8,18,32
16,16,9,9,19,33
17,17,10,10,20,34
18,18,11,11,21,35
0,0,12,12,22,36
1,1,13,13,23,37
2,2,14,14,24,38
3,3,15,15,25,39
4,4,16,16,26,40
5,5,17,17,27,41
6,6,18,18,28,42
7,7,19,19,29,43
8,8,20,20,30,44
9,9,21,21,31,45
10,10,22,22,32,46
11,11,0,23,33,47
12,12,1,24,34,48
13,13,2,25,35,49
14,14,3,26,36,50
0,0,4,27,37,51
1,1,5,28,38,52
2,2,6,29,39,53
3,3,7,0,40,54
4,4,8,1,41,55
5,5,9,2,0,56
6,6,10,3,1,57
7,7,11,4,2,58
8,8,12,5,3,59
9,9,13,6,4,60
10,10,14,7,5,61
11,11,15,8,6,62
12,12,16,9,7,63
13,13,17,10,8,64
14,14,18,11,9,65
15,15,19,12,10,66
16,16,20,13,11,67
0,0,0,14,12,68
1,1,1,15,13,69
2,2,2,16,14,70
3,3,3,17,15,71
4,4,4,18,16,72
5,5,5,19,17,73
6,6,6,20,18,74
7,7,7,21,19,75
8,8,8,22,20,76
9,9,9,23,21,77
10,10,10,24,22,78
11,11,11,25,23,79
12,12,12,26,24,80
13,13,13,27,25,81
14,14,14,28,26,82
15,15,15,29,27,83
16,16,16,30,28,84
17,17,17,31,29,0
18,18,18,32,30,1
0,0,0,33,31,2
1,1,1,0,32,3
2,2,2,1,33,4
3,3,3,2,34,5
4,4,4,3,35,6
5,5,5,4,36,7
6,6,6,5,37,8
7,7,7,6,38,9
8,8,8,7,39,10
9,9,9,8,40,11
10,10,10,9,41,12
11,11,11,10,0,13
12,12,12,11,1,14
13,13,13,12,2,15
14,14,14,13,3,16
15,15,15,14,4,17
16,16,16,15,5,18
17,17,17,16,6,19
18,18,18,17,7,20
19,19,19,18,8,21
20,20,0,19,9,0
0,0,1,20,10,1
1,1,2,21,11,2
2,2,3,22,12,3
3,3,4,23,13,4
4,4,5,24,14,5
5,5,6,25,15,6
6,6,7,26,16,7
7,7,8,27,17,8
8,8,9,28,18,9
9,9,10,29,19,10
10,10,11,30,20,11
11,11,12,31,21,12
12,12,13,32,22,13
13,13,14,0,23,14
14,14,15,1,24,15
15,15,16,2,25,16
16,16,17,3,26,17
0,0,18,4,27,18
1,1,0,5,28,19
2,2,1,6,29,20
3,3,2,7,30,21
4,4,3,8,31,22
5,5,4,9,32,23
6,6,5,10,33,24
7,7,6,11,34,0
8,8,7,12,35,1
9,9,8,13,36,2
10,10,9,14,37,3
11,11,10,15,38,4
12,12,11,16,39,5
0,13,12,17,40,6
1,14,13,18,0,7
0,0,14,19,1,8
1,1,15,20,2,9
2,2,16,21,3,10
3,3,17,22,4,11
4,4,18,23,5,12
5,5,19,24,6,13
6,6,0,25,7,14
7,7,1,26,8,15
8,8,2,27,9,16
9,9,3,28,10,17
10,10,4,29,11,18
11,11,5,30,12,19
12,12,6,31,13,20
13,13,7,32,14,21
14,14,8,33,15,22
15,15,9,0,16,23
16,16,10,1,17,24
17,17,11,2,18,25
0,0,12,3,19,26
1,1,13,4,20,27
2,2,14,5,0,28
3,3,15,6,1,29
4,4,16,7,2,30
5,5,17,8,3,31
6,6,18,9,4,32
7,7,19,10,5,33
8,8,20,11,6,34
9,9,21,12,7,35
10,10,0,13,8,36
11,11,1,14,9,37
12,12,2,15,10,38
13,13,3,16,11,39
14,14,4,17,12,40
15,15,5,18,13,41
16,16,6,19,14,42
17,17,7,20,15,43
18,18,8,21,16,44
0,0,9,22,17,45
1,1,10,23,18,46
2,2,11,24,19,47
3,3,12,25,20,48
4,4,13,26,21,49
5,5,14,27,0,50
6,6,15,28,1,51
7,7,16,29,2,52
8,8,17,30,3,53
9,9,18,31,4,54
10,10,19,32,5,55
11,11,0,33,6,56
12,12,1,34,7,57
13,13,2,35,8,58
14,14,3,36,9,59
15,15,4,0,10,0
16,16,5,1,11,1
17,17,6,2,12,2
0,0,7,3,13,3
1,1,8,4,14,4
2,2,9,5,15,5
3,3,10,6,16,6
4,4,11,7,17,7
5,5,12,8,18,8
6,6,13,9,19,9
7,7,14,10,20,10
8,8,15,11,21,11
9,9,16,12,22,12
10,10,17,13,23,13
11,11,18,14,24,14
12,12,19,15,25,15
13,13,20,16,26,16
14,14,21,17,27,17
15,15,22,18,28,18
0,0,0,19,29,19
1,1,1,20,30,20
2,2,2,21,31,21
3,3,3,22,32,22
4,4,4,23,33,23
5,5,5,24,34,24
6,6,6,25,35,25
7,7,7,26,36,26
8,8,8,27,37,27
9,9,9,0,38,28
10,10,10,1,39,29
11,11,11,2,40,30
12,12,12,3,41,31
13,13,13,4,42,32
14,14,14,5,43,33
15,15,15,6,44,34
16,16,16,7,0,35
17,17,17,8,1,36
18,18,18,9,2,37
0,0,0,10,3,38
1,1,1,11,4,39
2,2,2,12,5,40
3,3,3,13,6,41
4,4,4,14,7,42
5,5,5,15,8,43
6,6,6,16,9,44
7,7,7,17,10,45
8,8,8,18,11,46
9,9,9,19,12,47
10,10,10,20,13,48
11,11,11,21,14,49
12,12,12,22,15,50
13,13,13,23,16,51
14,14,14,24,17,52
15,15,15,25,18,53
16,16,16,26,19,54
0,0,17,27,20,55
1,1,18,28,21,56
2,2,19,29,22,57
3,3,20,30,23,58
4,4,21,31,24,59
5,5,0,32,25,0
6,6,1,33,26,1
7,7,2,0,27,2
8,8,3,1,28,3
9,9,4,2,29,4
10,10,5,3,30,5
11,11,6,4,31,6
12,12,7,5,32,7
13,13,8,6,33,8
14,14,9,7,34,9
15,15,10,8,35,10
16,16,11,9,36,11
17,17,12,10,37,12
0,0,13,11,38,0
1,1,14,12,39,1
2,2,15,13,40,2
3,3,16,14,41,3
4,4,17,15,42,4
5,5,18,16,43,5
6,6,19,17,44,6
7,7,20,18,45,7
8,8,0,19,46,8
9,9,1,20,0,9
10,10,2,21,1,10
11,11,3,22,2,11
12,12,4,23,3,12
13,13,5,24,4,13
14,14,6,25,5,14
0,0,7,26,6,15
1,1,8,27,7,16
2,2,9,28,8,17
3,3,10,29,9,18
4,4,11,30,10,19
5,5,12,31,11,20
6,6,13,32,12,21
7,7,14,33,13,22
8,8,15,0,14,23
9,9,16,1,15,24
10,10,17,2,16,25
11,11,18,3,17,26
12,12,19,4,18,27
13,13,20,5,19,28
14,14,21,6,20,29
15,15,22,7,21,30
16,16,0,8,22,31
0,0,1,9,23,32
1,1,2,10,24,33
2,2,3,11,25,34
3,3,4,12,26,35
4,4,5,13,27,36
5,5,6,14,28,37
6,6,7,15,29,38
7,7,8,16,30,39
8,8,9,17,31,40
9,9,10,0,32,41
10,10,11,1,33,42
11,11,12,2,34,43
12,12,13,3,35,44
13,13,14,4,36,45
14,14,15,5,37,46
15,15,16,6,38,47
16,16,17,7,39,48
0,0,18,8,40,49
1,1,19,9,0,50
2,2,20,10,1,51
3,3,21,11,2,52
4,4,22,12,3,53
5,5,0,13,4,54
6,6,1,14,5,55
7,7,2,15,6,56
8,8,3,16,7,57
9,9,4,17,8,58
10,10,5,18,9,59
11,11,6,19,10,60
12,12,7,20,11,61
13,13,8,21,12,62
14,14,9,22,13,63
0,0,10,23,14,64
1,1,11,24,15,65
2,2,12,25,16,66
3,3,13,0,17,67
4,4,14,1,18,68
5,5,15,2,19,69
6,6,16,3,20,70
7,7,17,4,21,71
8,8,18,5,22,72
9,9,0,6,23,73
10,10,1,7,24,74
11,11,2,8,25,75
12,12,3,9,26,76
13,13,4,10,27,77
14,14,5,11,28,78
0,0,6,12,29,79
1,1,7,13,30,80
2,2,8,14,31,81
3,3,9,15,32,82
4,4,10,16,33,83
5,5,11,17,34,84
6,6,12,18,35,85
7,7,13,19,36,86
8,8,14,20,37,87
9,9,15,21,38,88
10,10,16,22,39,89
11,11,17,23,40,90
0,12,0,24,0,0
1,13,1,25,1,1
2,14,2,26,2,2
3,15,3,27,3,3
4,16,4,28,4,4
5,17,5,29,5,5
6,18,6,30,6,6
7,19,7,31,7,7
8,20,8,32,8,8
9,0,9,33,9,9
10,1,10,34,10,10
11,2,11,0,11,11
12,3,12,1,12,12
13,4,13,2,13,13
14,5,14,3,14,14
15,6,15,4,15,15
16,7,16,5,16,16
17,8,17,6,17,17
18,9,18,7,18,18
0,10,0,8,19,19
1,11,1,9,20,20
2,12,2,10,21,21
3,13,3,11,22,22
4,14,4,12,23,23
5,15,5,13,24,24
6,16,6,14,25,25
7,17,7,15,26,26
8,18,8,16,27,0
9,19,9,17,28,1
0,0,10,18,29,2
1,1,11,19,30,3
2,2,12,20,31,4
3,3,13,21,32,5
4,4,14,22,33,6
5,5,15,23,34,7
6,6,16,24,35,8
7,7,17,25,36,9
8,8,18,26,37,10
0,9,0,27,38,11
1,10,1,28,39,12
2,11,2,0,40,13
3,12,3,1,41,14
4,13,4,2,42,15
5,14,5,3,43,16
6,15,6,4,44,17
7,16,7,5,45,18
0,0,8,6,0,19
1,1,9,7,1,20
2,2,10,8,2,21
3,3,11,9,3,22
4,4,12,10,4,23
5,5,13,11,5,24
6,6,14,12,6,25
7,7,15,13,7,26
8,8,16,14,8,27
9,9,17,15,9,28
10,10,18,16,10,29
11,11,19,17,11,30
0,12,0,18,12,31
1,13,1,19,13,32
2,14,2,20,14,33
3,15,3,21,15,34
4,16,4,22,16,35
5,17,5,23,17,36
6,18,6,24,18,37
7,19,7,25,19,38
8,20,8,26,20,39
9,21,9,27,21,40
10,22,10,28,22,41
0,0,11,29,23,42
1,1,12,30,24,43
2,2,13,0,25,44
3,3,14,1,26,45
4,4,15,2,27,46
5,5,16,3,28,47
6,6,17,4,29,48
0,7,0,5,30,49
1,8,1,6,31,50
2,9,2,7,32,51
3,10,3,8,33,52
4,11,4,9,34,53
5,12,5,10,35,54
6,0,6,11,36,55
7,1,7,12,37,56
8,2,8,13,38,57
9,3,9,14,39,58
10,4,10,15,40,59
11,5,11,16,0,60
12,6,12,17,1,61
13,7,13,18,2,62
14,8,14,19,3,63
15,9,15,20,4,64
16,10,16,21,5,65
17,11,17,22,6,66
18,12,18,23,7,67
19,13,19,24,8,68
0,0,0,25,9,69
1,1,1,26,10,70
2,2,2,27,11,71
3,3,3,28,12,72
4,4,4,29,13,73
5,5,5,0,14,74
6,6,6,1,15,75
7,7,7,2,16,76
8,8,8,3,17,77
9,9,9,4,18,78
10,10,10,5,19,79
11,11,11,6,20,80
12,12,12,7,21,81
13,13,13,8,22,82
14,14,14,9,23,83
15,15,15,10,24,84
16,16,16,11,25,85
17,17,17,12,26,86
0,0,0,13,27,87
1,1,1,14,28,0
2,2,2,15,29,1
3,3,3,16,30,2
4,4,4,17,31,3
5,5,5,18,32,4
6,6,6,19,33,5
7,7,7,20,34,6
8,8,8,21,35,7
9,9,9,22,36,8
10,10,10,23,37,9
11,11,11,24,38,10
12,12,12,25,0,11
13,13,13,26,1,12
14,14,14,27,2,13
15,15,15,28,3,14
16,16,16,29,4,15
0,0,0,30,5,16
1,1,1,31,6,17
2,2,2,32,7,18
3,3,3,0,8,19
4,4,4,1,9,20
5,5,5,2,10,21
6,6,6,3,11,22
7,7,7,4,12,23
8,8,8,5,13,24
9,9,9,6,14,25
10,10,10,7,15,26
11,11,11,8,16,27
12,12,12,9,17,28
13,13,13,10,18,29
14,14,14,11,19,30
15,15,15,12,20,31
16,16,16,13,21,32
17,17,17,14,22,33
0,0,18,15,23,34
1,1,0,16,24,35
2,2,1,17,25,36
3,3,2,18,26,37
4,4,3,19,27,38
5,5,4,20,28,39
6,6,5,21,29,40
7,7,6,22,30,41
8,8,7,23,31,42
9,9,8,24,32,43
10,10,9,25,33,44
11,11,10,26,34,45
12,12,11,27,35,46
13,13,12,0,36,47
14,14,13,1,37,48
15,15,14,2,38,49
16,16,15,3,39,50
17,17,16,4,40,51
18,18,17,5,41,52
0,0,0,6,0,53
1,1,1,7,1,54
2,2,2,8,2,55
3,3,3,9,3,56
4,4,4,10,4,57
5,5,5,11,5,58
6,6,6,12,6,59
7,7,7,13,7,60
8,8,8,14,8,61
9,9,9,15,9,62
10,10,10,16,10,63
11,11,11,17,11,64
12,12,12,18,12,0
13,13,13,19,13,1
14,14,14,20,14,2
15,15,15,21,15,3
16,16,16,22,16,4
17,17,17,23,17,5
18,18,18,24,18,6
19,19,19,25,19,7
0,0,0,26,20,8
1,1,1,27,21,9
2,2,2,28,22,10
3,3,3,29,23,11
4,4,4,30,24,12
5,5,5,31,25,13
6,6,6,32,26,14
7,7,7,33,27,15
8,8,8,0,28,16
9,9,9,1,29,17
10,10,10,2,30,18
11,11,11,3,31,19
12,12,12,4,32,20
13,13,13,5,33,21
14,14,14,6,34,22
15,15,15,7,35,23
16,16,16,8,36,24
0,0,17,9,37,25
1,1,18,10,38,26
2,2,19,11,39,27
3,3,20,12,40,28
4,4,21,13,41,29
5,5,22,14,42,30
6,6,0,15,43,0
7,7,1,16,0,1
8,8,2,17,1,2
9,9,3,18,2,3
10,10,4,19,3,4
11,11,5,20,4,5
12,12,6,21,5,6
13,13,7,22,6,7
14,14,8,23,7,8
15,15,9,24,8,9
16,16,10,25,9,10
0,0,11,26,10,11
1,1,12,27,11,12
2,2,13,28,12,13
3,3,14,29,13,14
4,4,15,30,14,15
5,5,16,31,15,16
6,6,17,32,16,17
7,7,18,0,17,18
8,8,19,1,18,19
9,9,20,2,19,20
10,10,21,3,20,21
11,11,22,4,21,22
12,12,0,5,22,23
13,13,1,6,23,24
14,14,2,7,24,25
15,15,3,8,25,26
16,16,4,9,26,27
0,0,5,10,27,28
1,1,6,11,28,29
2,2,7,12,29,30
3,3,8,13,30,31
4,4,9,14,31,0
5,5,10,15,32,1
6,6,11,16,33,2
7,7,12,17,34,3
8,8,13,18,35,4
9,9,14,19,36,5
10,10,15,20,37,6
11,11,16,21,38,7
12,12,17,22,39,8
13,13,18,23,40,9
14,14,19,24,0,10
15,15,20,25,1,11
16,16,0,26,2,12
0,0,1,27,3,13
1,1,2,28,4,14
2,2,3,29,5,15
3,3,4,30,6,16
4,4,5,31,7,17
5,5,6,32,8,18
6,6,7,33,9,19
7,7,8,34,10,20
8,8,9,35,11,21
9,9,10,0,12,22
10,10,11,1,13,23
11,11,12,2,14,24
12,12,13,3,15,25
13,13,14,4,16,26
14,14,15,5,17,27
15,15,16,6,18,28
16,16,17,7,19,29
17,17,18,8,20,30
18,18,19,9,21,31
0,0,20,10,22,32
1,1,0,11,23,33
2,2,1,12,24,34
3,3,2,13,25,35
4,4,3,14,26,36
5,5,4,15,27,37
6,6,5,16,28,38
7,7,6,17,29,39
8,8,7,18,30,40
9,9,8,19,31,41
10,10,9,20,32,42
11,11,10,21,33,43
12,12,11,22,34,44
13,13,12,23,35,45
14,14,13,24,36,46
15,15,14,25,37,47
16,16,15,26,38,48
17,17,16,27,39,49
18,18,17,28,40,50
0,0,18,0,41,51
1,1,19,1,42,52
2,2,20,2,43,53
3,3,0,3,44,54
4,4,1,4,0,55
5,5,2,5,1,56
6,6,3,6,2,57
7,7,4,7,3,58
8,8,5,8,4,59
9,9,6,9,5,60
10,10,7,10,6,61
11,11,8,11,7,62
12,12,9,12,8,63
13,13,10,13,9,64
14,14,11,14,10,65
15,15,12,15,11,66
16,16,13,16,12,67
17,17,14,17,13,68
18,18,15,18,14,69
19,19,16,19,15,70
0,0,17,20,16,71
1,1,18,21,17,72
2,2,19,22,18,73
3,3,0,23,19,74
4,4,1,24,20,75
5,5,2,25,21,76
6,6,3,26,22,77
7,7,4,27,23,78
8,8,5,28,24,79
9,9,6,29,25,80
10,10,7,30,26,81
11,11,8,31,27,82
12,12,9,0,28,0
13,13,10,1,29,1
14,14,11,2,30,2
15,15,12,3,31,3
16,16,13,4,32,4
0,0,14,5,33,5
1,1,15,6,34,6
2,2,16,7,35,7
3,3,17,8,36,8
4,4,18,9,37,9
5,5,19,10,38,10
6,6,20,11,39,11
7,7,0,12,40,12
8,8,1,13,41,13
9,9,2,14,42,14
10,10,3,15,43,15
11,11,4,16,44,16
12,12,5,17,0,17
13,13,6,18,1,18
14,14,7,19,2,19
15,15,8,20,3,20
0,0,9,21,4,21
1,1,10,22,5,22
2,2,11,23,6,23
3,3,12,24,7,24
4,4,13,25,8,25
5,5,14,26,9,26
6,6,15,0,10,27
7,7,16,1,11,28
8,8,17,2,12,29
9,9,18,3,13,30
10,10,19,4,14,31
11,11,20,5,15,32
12,12,21,6,16,33
0,0,0,7,17,34
1,1,1,8,18,35
2,2,2,9,19,36
3,3,3,10,20,37
4,4,4,11,21,38
5,5,5,12,22,39
6,6,6,13,23,40
7,7,7,14,24,41
8,8,8,15,25,42
9,9,9,16,26,43
10,10,10,17,27,44
11,11,11,18,28,45
12,12,12,19,29,46
13,13,13,20,30,47
14,14,14,21,31,48
15,15,15,22,32,49
16,16,16,23,33,50
17,17,17,24,34,51
18,18,18,25,35,0
19,19,19,26,36,1
0,0,0,27,37,2
1,1,1,28,38,3
2,2,2,29,39,4
3,3,3,30,40,5
4,4,4,0,41,6
5,5,5,1,42,7
6,6,6,2,43,8
7,7,7,3,44,9
8,8,8,4,45,10
9,9,9,5,46,11
10,10,10,6,47,12
11,11,11,7,0,13
12,12,12,8,1,14
13,13,13,9,2,15
14,14,14,10,3,16
15,15,15,11,4,17
16,16,16,12,5,18
17,17,17,13,6,19
18,18,18,14,7,20
0,0,0,15,8,21
1,1,1,16,9,22
2,2,2,17,10,23
3,3,3,18,11,24
4,4,4,19,12,25
5,5,5,20,13,26
6,6,6,21,14,27
7,7,7,22,15,28
8,8,8,23,16,29
9,9,9,24,17,30
10,10,10,25,18,31
11,11,11,26,19,32
12,12,12,27,20,33
13,13,13,28,21,34
14,14,14,29,22,35
0,0,15,30,23,36
1,1,16,31,24,37
2,2,17,0,25,38
3,3,18,1,26,39
4,4,0,2,27,0
5,5,1,3,28,1
6,6,2,4,29,2
7,7,3,5,30,3
8,8,4,6,31,4
9,9,5,7,32,5
10,10,6,8,33,6
11,11,7,9,34,7
12,12,8,10,35,8
13,13,9,11,36,9
14,14,10,12,37,10
15,15,11,13,38,11
16,16,12,14,39,12
17,17,13,15,40,13
18,18,14,16,41,14
0,0,15,17,42,15
1,1,16,18,0,16
2,2,17,19,1,17
3,3,18,20,2,18
4,4,19,21,3,0
5,5,0,22,4,1
6,6,1,23,5,2
7,7,2,24,6,3
8,8,3,25,7,4
9,9,4,26,8,5
10,10,5,27,9,6
11,11,6,28,10,7
12,12,7,29,11,8
13,13,8,30,12,9
14,14,9,31,13,10
15,15,10,32,14,11
16,16,11,0,15,12
17,17,12,1,16,13
18,18,13,2,17,14
0,0,14,3,18,15
1,1,15,4,19,16
2,2,16,5,20,17
3,3,17,6,21,18
4,4,18,7,22,19
5,5,19,8,23,20
6,6,20,9,24,21
7,7,0,10,25,22
8,8,1,11,26,23
9,9,2,12,27,24
10,10,3,13,28,25
11,11,4,14,29,26
12,12,5,15,30,27
13,13,6,16,31,28
14,14,7,17,32,29
15,15,8,18,33,30
16,16,9,19,34,31
17,17,10,0,35,32
18,18,11,1,36,33
0,0,12,2,37,34
1,1,13,3,38,35
2,2,14,4,39,36
3,3,15,5,40,37
4,4,16,6,41,38
5,5,17,7,42,39
6,6,18,8,43,40
7,7,19,9,0,41
8,8,20,10,1,42
9,9,0,11,2,43
10,10,1,12,3,44
11,11,2,13,4,45
12,12,3,14,5,46
13,13,4,15,6,47
14,14,5,16,7,48
15,15,6,17,8,49
16,16,7,18,9,50
0,0,8,19,10,51
1,1,9,20,11,52
2,2,10,0,12,53
3,3,11,1,13,54
4,4,12,2,14,55
5,5,13,3,15,56
6,6,14,4,16,57
7,7,15,5,17,58
8,8,16,6,18,59
9,9,17,7,19,60
10,10,18,8,20,61
11,11,19,9,21,62
12,12,0,10,22,63
13,13,1,11,23,64
14,14,2,12,24,65
15,15,3,13,25,66
16,16,4,14,26,67
17,17,5,15,27,68
18,18,6,16,28,69
0,0,7,17,29,70
1,1,8,18,30,71
2,2,9,19,31,72
3,3,10,20,32,73
4,4,11,21,33,74
5,5,12,22,34,75
6,6,13,23,35,76
7,7,14,24,36,77
8,8,15,25,37,78
9,9,16,26,38,79
10,10,17,27,39,80
11,11,18,28,40,81
12,12,0,29,41,0
13,13,1,30,42,1
14,14,2,31,0,2
15,15,3,32,1,3
16,16,4,33,2,4
17,17,5,0,3,5
18,18,6,1,4,6
0,0,7,2,5,7
1,1,8,3,6,8
2,2,9,4,7,9
3,3,10,5,8,10
4,4,11,6,9,11
5,5,12,7,10,12
6,6,13,8,11,13
7,7,14,9,12,14
8,8,15,10,13,15
9,9,16,11,14,16
10,10,17,12,15,17
11,11,18,13,16,18
12,12,19,14,17,19
0,0,0,15,18,20
1,1,1,16,19,21
2,2,2,17,20,22
3,3,3,18,21,23
4,4,4,19,22,24
5,5,5,20,23,25
6,6,6,21,24,26
7,7,7,22,25,27
8,8,8,23,26,28
9,9,9,24,27,29
10,10,10,25,28,30
11,11,11,26,29,31
12,12,12,27,30,32
13,13,13,28,31,33
14,14,14,29,32,34
0,0,15,0,33,35
1,1,16,1,34,36
2,2,17,2,35,37
3,3,18,3,36,38
4,4,19,4,37,39
5,5,0,5,38,40
6,6,1,6,39,41
7,7,2,7,40,42
8,8,3,8,0,43
9,9,4,9,1,44
10,10,5,10,2,45
11,11,6,11,3,46
12,12,7,12,4,47
13,13,8,13,5,48
