,San Andreas (Carrizo) rev,San Andreas (Cholame) rev,San Andreas (Mojave S),San Andreas (Coachella) rev,San Jacinto (Anza) rev,Garlock (West)
24402,3,3,3,6,11,17
24403,4,4,4,7,12,18
24404,5,5,5,8,0,19
24405,0,0,0,9,1,20
24406,1,1,1,10,2,21
24407,2,2,2,0,3,22
24408,3,3,3,1,4,0
24409,4,4,4,2,5,1
24410,5,5,5,3,6,2
24411,6,6,6,4,7,3
24412,0,0,0,5,8,4
24413,1,1,1,6,9,5
24414,2,2,2,7,10,6
24415,3,3,3,8,11,7
24416,4,4,4,9,0,8
24417,5,5,5,10,1,9
24418,0,0,0,11,2,10
24419,1,1,1,0,3,11
24420,2,2,2,1,4,0
24421,3,3,3,2,5,1
24422,4,4,4,3,6,2
24423,5,5,5,4,7,3
24424,0,0,0,5,8,0
24425,1,1,1,6,9,1
24426,2,2,2,7,10,2
24427,3,3,3,8,11,3
24428,4,4,4,9,0,4
24429,5,5,5,0,1,5
24430,6,6,6,1,2,6
24431,0,0,0,2,3,7
24432,1,1,1,3,4,8
24433,2,2,2,4,5,9
24434,3,3,3,5,6,10
24435,4,4,4,6,7,11
24436,0,0,5,7,8,12
24437,1,1,6,0,9,13
24438,2,2,0,1,10,14
24439,3,3,1,2,11,15
24440,4,4,2,3,12,16
24441,5,5,3,4,13,17
24442,0,0,4,5,14,18
24443,1,1,5,6,0,19
24444,2,2,6,7,1,20
24445,3,3,0,8,2,21
24446,4,4,1,9,3,22
24447,0,0,2,0,4,23
24448,1,1,3,1,5,24
24449,2,2,4,2,6,25
24450,3,3,5,3,7,0
24451,4,4,6,4,8,1
24452,5,5,0,5,9,2
24453,0,0,1,6,10,3
24454,1,1,2,0,11,4
24455,2,2,3,1,12,5
24456,3,3,4,2,13,6
24457,4,4,5,3,0,7
24458,5,5,6,4,1,8
24459,0,0,0,5,2,9
24460,1,1,1,6,3,10
24461,2,2,2,7,4,11
24462,3,3,3,0,5,12
24463,4,4,4,1,6,13
24464,5,5,5,2,7,14
24465,0,0,0,3,8,15
24466,1,1,1,4,9,16
24467,2,2,2,5,10,17
24468,3,3,3,6,11,18
24469,4,4,4,7,12,19
24470,5,5,5,8,13,20
24471,0,0,0,9,0,21
24472,1,1,1,10,1,22
24473,2,2,2,0,2,23
24474,3,3,3,1,3,24
24475,4,4,4,2,4,25
24476,5,5,5,3,5,0
24477,0,0,0,4,6,1
24478,1,1,1,5,7,2
24479,2,2,2,6,8,3
24480,3,3,3,7,9,4
24481,4,4,4,8,10,5
24482,5,5,5,9,11,6
24483,0,0,0,10,12,7
24484,1,1,1,0,13,8
24485,2,2,2,1,14,9
24486,3,3,3,2,15,10
24487,4,4,4,3,0,11
24488,0,0,5,4,1,12
24489,1,1,6,5,2,13
24490,2,2,0,6,3,0
24491,3,3,1,7,4,1
24492,4,4,2,8,5,2
24493,5,5,3,0,6,3
24494,0,0,4,1,7,4
24495,1,1,5,2,8,5
24496,2,2,6,3,9,6
24497,3,3,7,4,10,7
24498,4,4,0,5,11,8
24499,5,5,1,6,12,9
24500,0,0,2,7,13,10
24501,1,1,3,8,14,11
24502,2,2,4,9,0,12
24503,3,3,5,10,1,13
24504,4,4,6,0,2,14
24505,5,5,0,1,3,15
24506,0,0,1,2,4,16
24507,1,1,2,3,5,17
24508,2,2,3,4,6,18
24509,3,3,4,5,7,19
24510,4,4,5,6,8,20
24511,5,5,0,7,9,21
24512,6,6,1,8,10,22
24513,0,0,2,9,11,23
24514,1,1,3,0,12,24
24515,2,2,4,1,13,0
24516,3,3,5,2,0,1
24517,0,0,0,3,1,2
24518,1,1,1,4,2,3
24519,2,2,2,5,3,4
24520,3,3,3,6,4,5
24521,4,4,4,7,5,6
24522,5,0,5,8,6,7
24523,6,1,6,9,7,8
24524,0,2,0,10,8,9
24525,1,3,1,11,9,10
24526,2,4,2,0,10,11
24527,3,5,3,1,11,12
24528,0,0,4,2,12,13
24529,1,1,5,3,13,14
24530,2,2,6,4,0,15
24531,3,3,0,5,1,0
24532,4,4,1,6,2,1
24533,5,5,2,7,3,2
24534,6,6,3,8,4,3
24535,0,0,4,9,5,4
24536,1,1,5,10,6,5
24537,2,2,6,0,7,6
24538,3,3,0,1,8,7
24539,4,4,1,2,9,8
24540,0,0,2,3,10,9
24541,1,1,3,4,11,10
24542,2,2,4,5,12,11
24543,3,3,5,6,13,12
24544,4,4,6,7,0,13
24545,5,5,0,8,1,14
24546,6,6,1,9,2,15
24547,0,0,2,0,3,16
24548,1,1,3,1,4,17
24549,2,2,4,2,5,18
24550,3,3,5,3,6,19
24551,4,4,0,4,7,20
24552,0,0,1,5,8,21
24553,1,1,2,6,9,22
24554,2,2,3,7,10,23
24555,3,3,4,8,11,24
24556,4,4,5,9,12,0
24557,5,5,6,10,13,1
24558,0,0,0,0,14,2
24559,1,1,1,1,15,3
24560,2,2,2,2,0,4
24561,3,3,3,3,1,5
24562,4,4,4,4,2,6
24563,5,5,5,5,3,7
24564,0,0,0,6,4,8
24565,1,1,1,7,5,9
24566,2,2,2,8,6,10
24567,3,3,3,9,7,11
24568,4,4,4,10,8,12
24569,5,5,5,0,9,13
24570,6,6,6,1,10,14
24571,0,0,0,2,11,0
24572,1,1,1,3,12,1
24573,2,2,2,4,13,2
24574,3,3,3,5,0,3
24575,4,4,4,6,1,4
24576,5,5,5,7,2,5
24577,0,6,0,8,3,6
24578,1,0,1,9,4,7
24579,2,1,2,0,5,8
24580,3,2,3,1,6,9
24581,4,3,4,2,7,10
24582,5,4,5,3,8,11
24583,0,0,0,4,9,12
24584,1,1,1,5,10,13
24585,2,2,2,6,11,14
24586,3,3,3,7,12,15
24587,4,4,4,8,13,16
24588,0,0,5,9,14,17
24589,1,1,0,0,15,18
24590,2,2,1,1,0,19
24591,3,3,2,2,1,20
24592,4,4,3,3,2,21
24593,5,5,4,4,3,22
24594,0,0,5,5,4,23
24595,1,1,6,6,5,24
24596,2,2,7,7,6,25
24597,3,3,0,8,7,26
24598,4,4,1,9,8,0
24599,5,5,2,0,9,1
24600,6,6,3,1,10,2
24601,0,0,4,2,11,3
24602,1,1,5,3,12,4
24603,2,2,0,4,0,5
24604,3,3,1,5,1,6
24605,4,4,2,6,2,7
24606,0,0,3,7,3,8
24607,1,1,4,8,4,9
24608,2,2,5,9,5,10
24609,3,3,6,0,6,11
24610,4,4,0,1,7,12
24611,5,5,1,2,8,13
24612,0,0,2,3,9,14
24613,1,1,3,4,10,15
24614,2,2,4,5,11,16
24615,3,3,5,6,12,17
24616,4,4,6,7,13,18
24617,0,0,0,8,0,19
24618,1,1,1,9,1,20
24619,2,2,2,0,2,21
24620,3,3,3,1,3,22
24621,4,4,4,2,4,23
24622,0,0,5,3,5,24
24623,1,1,6,4,6,25
24624,2,2,0,5,7,26
24625,3,3,1,6,8,0
24626,4,4,2,7,9,1
24627,5,5,3,8,10,2
24628,0,0,4,9,11,3
24629,1,1,5,10,12,4
24630,2,2,6,0,13,5
24631,3,3,0,1,14,0
24632,4,4,1,2,0,1
24633,5,5,2,3,1,2
24634,0,0,3,4,2,3
24635,1,1,4,5,3,4
24636,2,2,5,6,4,5
24637,3,3,0,7,5,6
24638,4,4,1,8,6,7
24639,5,5,2,0,7,8
24640,0,0,3,1,8,9
24641,1,1,4,2,9,10
24642,2,2,5,3,10,11
24643,3,3,6,4,11,12
24644,4,4,7,5,12,0
24645,5,5,0,6,13,1
24646,6,6,1,7,0,2
24647,0,0,2,8,1,3
24648,1,1,3,9,2,4
24649,2,2,4,0,3,5
24650,3,3,5,1,4,6
24651,4,4,0,2,5,7
24652,5,5,1,3,6,8
24653,0,0,2,4,7,9
24654,1,1,3,5,8,10
24655,2,2,4,6,9,11
24656,3,3,5,7,10,12
24657,4,4,0,8,11,13
24658,0,0,1,9,12,14
24659,1,1,2,10,13,15
24660,2,2,3,0,0,16
24661,3,3,4,1,1,17
24662,4,4,5,2,2,18
24663,0,0,0,3,3,19
24664,1,1,1,4,4,20
24665,2,2,2,5,5,0
24666,3,3,3,6,6,1
24667,4,4,4,7,7,2
24668,0,0,5,8,8,3
24669,1,1,0,9,9,4
24670,2,2,1,0,10,5
24671,3,3,2,1,11,6
24672,4,4,3,2,12,7
24673,5,5,4,3,13,8
24674,0,0,0,4,0,9
24675,1,1,1,5,1,10
24676,2,2,2,6,2,11
24677,3,3,3,7,3,12
24678,4,4,4,8,4,13
24679,5,5,5,9,5,14
24680,0,0,6,10,6,15
24681,1,1,7,0,7,16
24682,2,2,0,1,8,17
24683,3,3,1,2,9,0
24684,4,4,2,3,10,1
24685,5,5,3,4,11,2
24686,6,6,4,5,12,3
24687,0,0,5,6,13,4
24688,1,1,0,7,0,5
24689,2,2,1,8,1,6
24690,3,3,2,9,2,7
24691,4,4,3,10,3,8
24692,0,0,4,11,4,9
24693,1,1,5,0,5,10
24694,2,2,6,1,6,11
24695,3,3,7,2,7,12
24696,4,4,0,3,8,13
24697,5,5,1,4,9,14
24698,0,0,2,5,10,15
24699,1,1,3,6,11,16
24700,2,2,4,7,12,17
24701,3,3,5,8,13,18
24702,4,4,6,9,14,19
24703,5,5,0,10,0,0
24704,6,6,1,0,1,1
24705,0,0,2,1,2,2
24706,1,1,3,2,3,3
24707,2,2,4,3,4,4
24708,3,3,5,4,5,5
24709,4,4,6,5,6,6
24710,0,0,0,6,7,7
24711,1,1,1,7,8,8
24712,2,2,2,8,9,9
24713,3,3,3,9,10,10
24714,4,4,4,10,11,11
24715,5,5,5,0,12,12
24716,0,0,0,1,13,13
24717,1,1,1,2,0,14
24718,2,2,2,3,1,15
24719,3,3,3,4,2,16
24720,0,0,4,5,3,17
24721,1,1,5,6,4,18
24722,2,0,6,7,5,19
24723,3,1,0,8,6,20
24724,4,2,1,9,7,21
24725,5,3,2,0,8,0
24726,0,0,3,1,9,1
24727,1,1,4,2,10,2
24728,2,2,5,3,11,3
24729,3,0,6,4,12,4
24730,4,1,0,5,0,5
24731,5,2,1,6,1,6
24732,6,3,2,7,2,7
24733,0,0,3,8,3,8
24734,1,1,4,0,4,9
24735,2,2,5,1,5,10
24736,3,3,6,2,6,11
24737,4,4,0,3,7,12
24738,0,0,1,4,8,13
24739,1,1,2,5,9,14
24740,2,2,3,6,10,15
24741,3,3,4,7,11,16
24742,4,0,5,8,12,17
24743,5,1,6,9,0,18
24744,0,0,0,10,1,0
24745,1,1,1,11,2,1
24746,2,2,2,0,3,2
24747,3,3,3,1,4,3
24748,4,4,4,2,5,4
24749,0,0,5,3,6,5
24750,1,1,0,4,7,6
24751,2,2,1,5,8,7
24752,3,3,2,6,9,8
24753,4,4,3,7,10,9
24754,5,5,4,8,11,10
24755,0,0,5,9,12,11
24756,1,1,6,0,13,12
24757,2,2,7,1,0,13
24758,3,3,0,2,1,14
24759,4,4,1,3,2,15
24760,5,5,2,4,3,16
24761,6,6,3,5,4,17
24762,0,0,4,6,5,18
24763,1,1,5,7,6,19
24764,2,2,6,8,7,20
24765,3,3,7,9,8,21
24766,4,4,0,0,9,22
24767,5,5,1,1,10,23
24768,0,0,2,2,11,24
24769,1,1,3,3,12,25
24770,2,2,4,4,0,26
24771,3,3,5,5,1,0
24772,4,4,6,6,2,1
24773,5,5,0,7,3,2
24774,0,0,1,8,4,3
24775,1,1,2,9,5,4
24776,2,2,3,0,6,5
24777,3,3,4,1,7,6
24778,4,4,5,2,8,7
24779,5,5,6,3,9,8
24780,0,0,0,4,10,9
24781,1,1,1,5,11,10
24782,2,2,2,6,12,11
24783,0,3,3,7,13,12
24784,1,4,4,8,14,13
24785,2,5,5,9,0,14
24786,0,0,6,0,1,15
24787,1,1,7,1,2,16
24788,2,2,0,2,3,17
24789,0,3,1,3,4,0
24790,1,4,2,4,5,1
24791,0,5,3,5,6,2
24792,1,0,4,6,7,3
24793,2,1,5,7,8,4
24794,0,2,0,8,9,5
24795,1,3,1,9,0,6
24796,2,4,2,10,1,7
24797,3,5,3,0,2,8
24798,4,6,4,1,3,9
24799,0,0,5,2,4,10
24800,1,1,6,3,5,11
24801,0,2,0,4,6,12
24802,1,3,1,5,7,13
24803,2,4,2,6,8,14
24804,3,5,3,7,0,15
24805,4,6,4,8,1,16
24806,0,0,5,0,2,17
24807,1,1,6,1,3,18
24808,2,2,0,2,4,19
24809,3,3,1,3,5,20
24810,4,4,2,4,6,21
24811,5,5,3,5,7,22
24812,0,0,4,6,8,23
24813,1,1,5,7,9,24
24814,2,2,6,8,10,25
24815,3,3,0,9,11,26
24816,4,4,1,10,12,27
24817,5,5,2,0,13,28
24818,0,0,3,1,14,29
24819,1,1,4,2,0,30
24820,2,2,5,3,1,31
24821,3,3,6,4,2,32
24822,0,0,0,5,3,33
24823,1,1,1,6,4,34
24824,2,2,2,7,5,35
24825,3,3,3,8,6,36
24826,4,4,4,9,7,37
24827,5,5,5,10,8,0
24828,6,6,6,0,9,1
24829,0,0,0,1,10,2
24830,1,1,1,2,11,3
24831,2,2,2,3,12,4
24832,3,3,3,4,13,5
24833,4,4,4,5,0,6
24834,5,5,5,6,1,7
24835,6,6,6,7,2,8
24836,7,7,7,8,3,9
24837,0,0,0,0,4,10
24838,1,1,1,1,5,11
24839,2,2,2,2,6,12
24840,3,3,3,3,7,13
24841,4,4,4,4,8,14
24842,5,5,5,5,9,15
24843,0,0,0,6,10,16
24844,1,1,1,0,11,17
24845,2,2,2,1,12,18
24846,3,3,3,2,0,19
24847,4,4,4,3,1,20
24848,5,5,5,4,2,21
24849,6,6,6,5,3,22
24850,0,0,0,6,4,23
24851,1,1,1,7,5,24
24852,2,2,2,8,6,25
24853,3,3,3,9,7,0
24854,4,4,4,0,8,1
24855,5,5,5,1,9,2
24856,0,0,6,2,10,3
24857,1,1,0,3,11,4
24858,2,2,1,4,12,5
24859,3,3,2,5,0,6
24860,4,4,3,6,1,7
24861,5,5,4,7,2,8
24862,0,0,0,8,3,9
24863,1,1,1,9,4,10
24864,2,2,2,0,5,11
24865,3,3,3,1,6,12
24866,4,4,4,2,7,13
24867,5,5,5,3,8,0
24868,0,0,0,4,9,1
24869,1,1,1,5,10,2
24870,2,2,2,0,11,3
24871,3,3,3,1,12,4
24872,4,4,4,2,0,5
24873,5,5,5,3,1,0
24874,0,0,0,4,2,1
24875,1,1,1,5,3,2
24876,2,2,2,0,4,3
24877,3,3,3,1,5,4
24878,4,4,4,2,6,5
24879,0,0,5,3,7,6
24880,1,1,6,4,8,7
24881,2,2,0,5,9,8
24882,3,3,1,6,10,9
24883,4,4,2,7,11,10
24884,5,5,3,0,12,11
24885,0,0,4,1,13,12
24886,1,1,5,2,14,13
24887,2,2,0,3,0,14
24888,3,3,1,4,1,15
24889,4,4,2,5,2,16
24890,5,5,3,6,3,17
24891,0,0,4,7,4,18
24892,1,1,5,8,5,19
24893,2,2,6,0,6,20
24894,3,3,0,1,7,21
24895,4,4,1,2,8,22
24896,5,5,2,3,9,0
24897,0,0,3,4,10,1
24898,1,1,4,5,11,2
24899,2,2,5,6,12,3
24900,3,3,6,7,0,4
24901,4,4,0,8,1,5
24902,5,5,1,9,2,6
24903,6,6,2,10,3,7
24904,0,0,3,0,4,8
24905,1,1,4,1,5,9
24906,2,2,5,2,6,10
24907,3,3,6,3,7,11
24908,4,4,0,4,8,12
24909,5,5,1,5,9,13
24910,0,0,2,6,10,14
24911,1,1,3,7,11,15
24912,2,2,4,8,12,16
24913,3,3,5,0,13,17
24914,4,4,6,1,0,18
24915,0,0,0,2,1,19
24916,1,1,1,3,2,20
24917,2,2,2,4,3,21
24918,3,3,3,5,4,22
24919,4,4,4,6,5,23
24920,5,5,5,7,6,24
24921,0,0,6,8,7,25
24922,1,1,7,9,8,26
24923,2,2,0,0,9,27
24924,3,3,1,1,10,28
24925,4,4,2,2,11,29
24926,5,5,3,3,12,30
24927,0,0,4,4,13,31
24928,1,1,5,5,14,32
24929,2,2,6,6,0,33
24930,3,3,0,7,1,34
24931,4,4,1,8,2,0
24932,5,5,2,9,3,1
24933,0,0,3,10,4,2
24934,1,1,4,0,5,3
24935,2,2,5,1,6,4
24936,3,3,6,2,7,5
24937,4,4,0,3,8,6
24938,5,5,1,4,9,7
24939,0,0,2,5,10,8
24940,1,1,3,6,11,9
24941,2,2,4,7,12,10
24942,3,3,0,0,13,11
24943,4,4,1,1,14,12
24944,5,5,2,2,0,13
24945,0,0,3,3,1,14
24946,1,1,4,4,2,15
24947,2,2,5,5,3,16
24948,3,3,6,6,4,17
24949,0,4,0,7,5,18
24950,1,5,1,8,6,19
24951,0,0,2,9,7,20
24952,1,1,3,10,8,21
24953,2,2,4,0,9,22
24954,3,3,5,1,10,23
24955,0,0,0,2,11,24
24956,1,1,1,3,12,25
24957,2,2,2,4,13,26
24958,3,3,3,5,14,27
24959,4,0,4,6,0,28
24960,5,1,5,7,1,29
24961,0,2,0,8,2,30
24962,1,3,1,9,3,31
24963,2,4,2,0,4,32
24964,3,0,3,1,5,33
24965,4,1,4,2,6,34
24966,5,2,5,3,7,35
24967,6,3,6,4,8,36
24968,0,0,0,5,9,0
24969,1,1,1,6,10,1
24970,2,2,2,7,11,2
24971,3,3,3,8,12,3
24972,4,4,4,0,13,4
24973,5,5,5,1,0,5
24974,0,0,6,2,1,6
24975,1,1,0,3,2,7
24976,2,2,1,4,3,8
24977,3,3,2,5,4,9
24978,4,4,3,6,5,10
24979,5,5,4,7,6,11
24980,0,0,0,8,7,12
24981,1,1,1,9,8,13
24982,2,2,2,10,9,14
24983,3,3,3,0,10,15
24984,4,4,4,1,11,16
24985,5,5,5,2,12,17
24986,0,0,6,3,13,18
24987,1,1,7,4,14,19
24988,2,2,0,5,0,20
24989,3,3,1,6,1,21
24990,4,4,2,7,2,22
24991,5,5,3,8,3,23
24992,6,6,4,0,4,24
24993,0,0,5,1,5,0
24994,1,1,6,2,6,1
24995,2,2,0,3,7,2
24996,3,3,1,4,8,3
24997,4,4,2,5,9,4
24998,5,5,3,6,10,5
24999,0,0,4,7,11,6
25000,1,1,5,8,0,7
25001,2,2,6,9,1,8
25002,3,3,0,10,2,9
25003,4,4,1,11,3,10
25004,5,5,2,12,4,11
25005,0,0,3,0,5,12
25006,1,1,4,1,6,13
25007,2,2,5,2,7,14
25008,3,3,6,3,8,0
25009,4,4,0,4,9,1
25010,5,5,1,5,10,2
25011,0,0,2,6,11,3
25012,1,1,3,7,12,4
25013,2,2,4,8,13,5
25014,3,3,5,0,0,6
25015,4,4,6,1,1,7
25016,0,0,0,2,2,8
25017,1,1,1,3,3,9
25018,2,2,2,4,4,10
25019,3,3,3,5,5,11
25020,4,4,4,6,6,12
25021,0,0,0,7,7,13
25022,1,1,1,8,8,14
25023,2,2,2,9,9,15
25024,3,3,3,0,10,16
25025,4,4,4,1,11,17
25026,5,5,5,2,12,18
25027,6,6,6,3,13,0
25028,0,0,0,4,14,1
25029,1,1,1,5,0,2
25030,2,2,2,6,1,3
25031,3,3,3,7,2,4
25032,4,4,4,8,3,5
25033,0,0,5,9,4,6
25034,1,1,6,10,5,7
25035,2,2,0,0,6,8
25036,3,3,1,1,7,9
25037,4,4,2,2,8,10
25038,5,5,3,3,9,11
25039,0,0,4,4,10,12
25040,1,1,5,5,11,13
25041,2,2,6,6,0,14
25042,3,3,0,7,1,15
25043,4,4,1,8,2,16
25044,5,5,2,9,3,17
25045,0,0,3,10,4,18
25046,1,1,4,0,5,19
25047,2,2,5,1,6,20
25048,3,3,0,2,7,0
25049,4,4,1,3,8,1
25050,5,5,2,4,9,2
25051,0,0,3,5,10,3
25052,1,1,4,6,11,4
25053,2,2,5,7,12,5
25054,3,3,6,8,13,6
25055,4,4,0,9,0,7
25056,5,5,1,10,1,8
25057,0,0,2,0,2,9
25058,1,1,3,1,3,10
25059,2,2,4,2,4,11
25060,3,3,5,3,5,12
25061,4,4,6,4,6,13
25062,0,0,0,5,7,14
25063,1,1,1,6,8,15
25064,2,2,2,7,9,16
25065,3,3,3,8,10,17
25066,4,4,4,0,11,18
25067,5,5,5,1,12,19
25068,0,0,0,2,13,20
25069,1,1,1,3,14,21
25070,2,2,2,4,0,22
25071,3,3,3,5,1,23
25072,4,4,4,6,2,24
25073,5,5,5,7,3,25
25074,0,0,0,8,4,26
25075,1,1,1,9,5,27
25076,2,2,2,0,6,28
25077,3,3,3,1,7,29
25078,4,4,4,2,8,0
25079,5,5,5,3,9,1
25080,6,6,6,4,10,2
25081,0,0,0,5,11,3
25082,1,1,1,6,12,4
25083,2,2,2,7,13,5
25084,3,3,3,8,0,6
25085,4,4,4,9,1,7
25086,0,0,0,10,2,8
25087,1,1,1,11,3,9
25088,2,2,2,0,4,10
25089,3,3,3,1,5,11
25090,4,4,4,2,6,12
25091,5,5,5,3,7,13
25092,0,0,0,4,8,14
25093,1,1,1,5,9,0
25094,2,2,2,6,10,1
25095,3,3,3,7,11,2
25096,4,4,4,8,12,3
25097,5,5,5,0,13,4
25098,0,0,6,1,14,5
25099,1,1,0,2,15,6
25100,2,2,1,3,0,7
25101,3,3,2,4,1,8
25102,4,4,3,5,2,9
25103,5,5,4,6,3,10
25104,0,0,5,7,4,11
25105,1,1,0,8,5,12
25106,2,2,1,9,6,13
25107,3,3,2,10,7,14
25108,4,4,3,0,8,15
25109,0,0,4,1,9,16
25110,1,1,5,2,10,17
25111,2,2,6,3,11,18
25112,3,3,7,4,12,19
25113,4,4,0,5,0,20
25114,5,5,1,6,1,21
25115,6,6,2,7,2,22
25116,0,0,3,8,3,23
25117,1,1,4,9,4,24
25118,2,2,0,10,5,25
25119,3,3,1,0,6,26
25120,4,4,2,1,7,27
25121,0,0,3,2,8,28
25122,1,1,4,3,9,29
25123,2,2,5,4,10,30
25124,3,3,0,5,11,31
25125,4,4,1,6,12,32
25126,5,5,2,7,0,33
25127,0,0,3,8,1,34
25128,1,1,4,9,2,35
25129,2,2,5,10,3,36
25130,3,3,0,0,4,0
25131,4,4,1,1,5,1
25132,5,5,2,2,6,2
25133,0,0,3,3,7,3
25134,1,1,4,4,8,4
25135,2,2,5,5,9,5
25136,3,3,6,6,10,6
25137,0,4,0,7,11,7
25138,1,5,1,8,12,8
25139,2,6,2,9,13,9
25140,3,0,3,0,14,10
25141,4,1,4,1,0,11
25142,5,2,5,2,1,12
25143,6,3,6,3,2,13
25144,0,0,0,4,3,14
25145,1,1,1,5,4,15
25146,2,0,2,6,5,16
25147,3,1,3,7,6,17
25148,4,2,4,8,7,18
25149,0,0,0,9,8,19
25150,1,1,1,10,9,0
25151,2,2,2,11,10,1
25152,3,0,3,0,11,2
25153,4,1,4,1,0,3
25154,5,2,5,2,1,4
25155,6,3,6,3,2,5
25156,0,0,0,4,3,6
25157,1,1,1,5,4,7
25158,2,2,2,6,5,8
25159,3,3,3,7,6,9
25160,4,4,4,8,7,10
25161,5,5,5,9,8,11
25162,0,0,0,10,9,12
25163,1,1,1,0,10,13
25164,2,2,2,1,11,14
25165,3,3,3,2,12,15
25166,4,4,4,3,0,16
25167,5,5,5,4,1,0
25168,0,0,0,5,2,1
25169,1,1,1,6,3,2
25170,2,2,2,7,4,3
25171,3,3,3,8,5,4
25172,4,4,4,9,6,5
25173,0,0,5,10,7,6
25174,0,1,6,0,8,7
25175,1,2,0,1,9,8
25176,2,3,1,2,10,9
25177,0,0,2,3,11,10
25178,1,1,3,4,12,11
25179,0,2,4,5,0,12
25180,1,3,5,6,1,13
25181,2,4,6,7,2,14
25182,0,0,0,8,3,15
25183,1,1,1,9,4,16
25184,2,2,2,10,5,17
25185,3,3,3,0,6,18
25186,0,4,4,1,0,19
25187,1,5,0,2,1,20
25188,2,6,1,3,2,21
25189,0,0,0,4,3,22
25190,1,1,1,5,4,23
25191,2,2,2,6,5,24
25192,3,3,3,7,6,25
25193,0,4,0,8,7,26
25194,0,0,1,9,0,27
25195,1,1,2,0,1,28
25196,2,2,3,1,2,29
25197,3,3,0,2,3,30
25198,0,4,1,3,4,31
25199,1,5,2,4,5,32
25200,2,0,3,5,6,33
25201,3,1,4,6,7,34
25202,4,2,5,7,8,35
25203,5,3,6,8,9,36
25204,0,4,0,9,10,37
25205,1,5,1,0,11,38
25206,2,6,2,1,12,39
25207,3,0,3,2,13,40
25208,4,1,4,3,14,41
25209,5,2,5,4,0,42
25210,6,3,6,5,1,43
25211,0,4,0,6,2,44
25212,1,5,1,7,3,45
25213,2,6,2,8,4,46
25214,3,0,3,9,5,0
25215,4,1,4,0,6,1
25216,5,2,5,1,7,2
25217,0,3,0,2,8,3
25218,1,4,1,3,9,4
25219,2,5,2,4,10,5
25220,3,0,3,5,11,6
25221,4,1,4,6,12,7
25222,0,2,5,7,0,8
25223,1,3,6,8,1,9
25224,2,4,0,9,2,10
25225,3,5,1,10,3,11
25226,4,6,2,11,4,12
25227,0,0,3,0,5,13
25228,1,1,4,1,6,14
25229,2,2,5,2,7,15
25230,3,3,6,3,8,16
25231,4,4,0,4,9,17
25232,5,5,1,5,10,18
25233,0,0,2,6,11,19
25234,1,1,3,7,12,20
25235,2,2,4,8,13,21
25236,3,3,5,9,0,22
25237,4,4,6,10,1,0
25238,5,5,0,0,2,1
25239,0,0,1,1,3,2
25240,1,1,2,2,4,3
25241,2,2,3,3,5,4
25242,3,3,4,4,6,5
25243,4,4,5,5,7,6
25244,0,0,6,6,8,7
25245,1,1,0,7,9,8
25246,2,2,1,8,10,9
25247,3,3,2,9,11,10
25248,4,4,3,10,12,11
25249,5,5,4,0,13,12
25250,0,0,0,1,14,13
25251,1,1,1,2,15,14
25252,2,2,2,3,0,15
25253,3,3,3,4,1,16
25254,4,4,4,5,2,17
25255,5,5,5,6,3,18
25256,0,0,0,7,4,0
25257,1,1,1,8,5,1
25258,2,2,2,9,6,2
25259,3,3,3,10,7,3
25260,4,4,4,0,8,4
25261,5,5,5,1,9,5
25262,6,6,6,2,10,6
25263,0,0,0,3,11,7
25264,1,1,1,4,12,8
25265,2,2,2,5,13,9
25266,3,3,3,6,14,10
25267,4,4,4,7,15,11
25268,5,5,5,8,16,12
25269,0,0,0,9,0,13
25270,1,1,1,10,1,14
25271,2,2,2,0,2,15
25272,3,3,3,1,3,16
25273,4,4,4,2,4,17
25274,5,5,5,3,5,18
25275,0,0,0,4,6,19
25276,1,1,1,5,7,20
25277,2,2,2,6,8,21
25278,3,3,3,7,9,22
25279,4,4,4,8,10,23
25280,5,5,5,0,11,24
25281,0,0,6,1,12,0
25282,0,1,0,2,13,1
25283,1,2,1,3,0,2
25284,2,3,2,4,1,3
25285,3,4,3,5,2,4
25286,4,5,4,6,3,5
25287,0,0,0,7,4,6
25288,1,1,1,8,5,7
25289,2,2,2,9,6,8
25290,3,3,3,10,7,9
25291,4,4,4,11,8,10
25292,5,5,5,0,9,11
25293,6,6,6,1,10,12
25294,0,0,7,2,11,13
25295,1,1,0,3,12,0
25296,2,2,1,4,13,1
25297,3,3,2,5,0,2
25298,4,4,3,6,1,3
25299,5,5,4,7,2,4
25300,0,0,0,8,3,5
25301,1,1,1,9,4,6
25302,2,2,2,0,5,7
25303,3,3,3,1,6,8
25304,4,4,4,2,7,9
25305,5,5,5,3,8,10
25306,0,0,0,4,9,11
25307,1,1,1,5,10,12
25308,2,2,2,6,11,13
25309,3,3,3,0,12,14
25310,4,4,4,1,13,15
25311,5,5,5,2,14,16
25312,0,0,0,3,0,17
25313,1,1,1,4,1,18
25314,2,2,2,5,2,19
25315,3,3,3,6,3,20
25316,4,4,4,7,4,21
25317,5,5,5,0,5,22
25318,0,0,6,1,6,23
25319,1,1,0,2,7,0
25320,2,2,1,3,8,1
25321,3,3,2,4,9,2
25322,4,4,3,5,10,3
25323,5,5,4,6,11,4
25324,0,0,0,7,12,5
25325,1,1,1,8,13,6
25326,2,2,2,9,0,7
25327,3,3,3,0,1,8
25328,4,4,4,1,2,9
25329,5,5,5,2,3,10
